[12-Aug-2015 16:57:46 Europe/Amsterdam] PHP Fatal error:  Unsupported operand types in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/WefactController.php on line 34
[12-Aug-2015 17:51:27 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected 'new' (T_NEW) in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/WefactController.php on line 45
[13-Aug-2015 10:31:02 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected '=>' (T_DOUBLE_ARROW) in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/WefactController.php on line 49
[13-Aug-2015 10:48:56 Europe/Amsterdam] PHP Fatal error:  Unsupported operand types in /home/id00005/domains/digitusmarketing.nl/vendor/hyperized/wefact/src/Hyperized/Wefact/WeFactAPI.php on line 89
[13-Aug-2015 10:50:31 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected '=>' (T_DOUBLE_ARROW) in /home/id00005/domains/digitusmarketing.nl/vendor/hyperized/wefact/src/Hyperized/Wefact/WeFactAPI.php on line 89
[13-Aug-2015 10:51:04 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected 'if' (T_IF) in /home/id00005/domains/digitusmarketing.nl/vendor/hyperized/wefact/src/Hyperized/Wefact/WeFactAPI.php on line 89
[13-Aug-2015 10:57:19 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected '$params' (T_VARIABLE) in /home/id00005/domains/digitusmarketing.nl/vendor/hyperized/wefact/src/Hyperized/Wefact/WeFactAPI.php on line 89
[13-Aug-2015 10:58:15 Europe/Amsterdam] PHP Fatal error:  Unsupported operand types in /home/id00005/domains/digitusmarketing.nl/vendor/hyperized/wefact/src/Hyperized/Wefact/WeFactAPI.php on line 91
[13-Aug-2015 10:58:51 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected '=>' (T_DOUBLE_ARROW) in /home/id00005/domains/digitusmarketing.nl/vendor/hyperized/wefact/src/Hyperized/Wefact/WeFactAPI.php on line 91
[13-Aug-2015 13:57:50 Europe/Amsterdam] PHP Fatal error:  Class 'Hyperized\Wefact\WefactAPI\Invoice' not found in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/WefactController.php on line 85
[13-Aug-2015 13:57:56 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected 'Invoice' (T_STRING), expecting variable (T_VARIABLE) or '$' in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/WefactController.php on line 85
[14-Aug-2015 10:56:16 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected '(' in /home/id00005/domains/digitusmarketing.nl/storage/framework/views/e27ca71ea5e878209c13f09065cba2ce on line 82
[14-Aug-2015 12:11:32 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected ';', expecting ')' in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/WefactController.php on line 194
[21-Aug-2015 14:51:55 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:52:11 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:52:26 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:52:48 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:52:49 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:52:50 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:52:51 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:52:53 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:52:59 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:53:01 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 14:53:10 UTC] PHP Parse error:  syntax error, unexpected '*', expecting ')' in /home/id00005/domains/digitusmarketing.nl/config/omnipay.php on line 5
[21-Aug-2015 17:12:05 Europe/Amsterdam] PHP Fatal error:  Call to undefined method Omnipay\Common\PaymentMethod::getImage() in /home/id00005/domains/digitusmarketing.nl/storage/framework/views/6c6781c13ea60150fafe2432fc1a5174 on line 22
[21-Aug-2015 17:20:36 Europe/Amsterdam] PHP Parse error:  syntax error, unexpected ';' in /home/id00005/domains/digitusmarketing.nl/storage/framework/views/6c6781c13ea60150fafe2432fc1a5174 on line 25
